province,electorialDistrictNumber,party,points
กรุงเทพมหานคร,19,พลังท้องถิ่นไท,99
กรุงเทพมหานคร,19,ครูไทยเพื่อประชาชน,87
กรุงเทพมหานคร,19,พลังไทยรักไทย,86
กรุงเทพมหานคร,19,ประชาธิปไตยใหม่,75
กรุงเทพมหานคร,19,เพื่อแผ่นดิน,66
กรุงเทพมหานคร,19,ประชานิยม,54
กรุงเทพมหานคร,19,พลังไทสร้างชาติ,49
กรุงเทพมหานคร,19,พลังชาติไทย,47
กรุงเทพมหานคร,19,มหาชน,46
กรุงเทพมหานคร,19,ภราดรภาพ,39
กรุงเทพมหานคร,19,ไทรักธรรม,32
กรุงเทพมหานคร,19,พลเมืองไทย,19
กรุงเทพมหานคร,19,ประชาธรรมไทย,14
กรุงเทพมหานคร,19,ภาคีเครือข่ายไทย,10
กรุงเทพมหานคร,23,ก้าวไกล,27651
กรุงเทพมหานคร,23,พลังประชารัฐ,26015
กรุงเทพมหานคร,23,เพื่อไทย,24959
กรุงเทพมหานคร,23,ประชาธิปัตย์,17247
กรุงเทพมหานคร,23,เศรษฐกิจใหม่,5617
กรุงเทพมหานคร,23,เสรีรวมไทย,3036
กรุงเทพมหานคร,23,ภูมิใจไทย,2379
กรุงเทพมหานคร,23,รวมพลังประชาชาติไทย,425
กรุงเทพมหานคร,23,รักษ์ผืนป่าประเทศไทย,292
กรุงเทพมหานคร,23,ไทยศรีวิไลย์,212
กรุงเทพมหานคร,23,ชาติไทยพัฒนา,184
กรุงเทพมหานคร,23,ประชาชนปฏิรูป,157
กรุงเทพมหานคร,23,ประชาชาติ,139
กรุงเทพมหานคร,23,เพื่อชาติ,134
กรุงเทพมหานคร,23,ชาติพัฒนากล้า,127
กรุงเทพมหานคร,23,ทางเลือกใหม่,121
กรุงเทพมหานคร,23,มหาชน,107
กรุงเทพมหานคร,23,พลังไทยรักไทย,102
กรุงเทพมหานคร,23,พลังท้องถิ่นไท,80
กรุงเทพมหานคร,23,กลาง,78
กรุงเทพมหานคร,23,ครูไทยเพื่อประชาชน,63
กรุงเทพมหานคร,23,ประชาธรรมไทย,62
กรุงเทพมหานคร,23,พลังชาติไทย,61
กรุงเทพมหานคร,23,ภราดรภาพ,56
กรุงเทพมหานคร,23,ประชานิยม,52
กรุงเทพมหานคร,23,พลังไทสร้างชาติ,52
กรุงเทพมหานคร,23,ประชาภิวัฒน์,35
กรุงเทพมหานคร,23,ถิ่นกาขาวชาววิไล,27
กรุงเทพมหานคร,23,ไทรักธรรม,22
กรุงเทพมหานคร,23,พลังปวงชนไทย,15
กรุงเทพมหานคร,26,เพื่อไทย,30538
กรุงเทพมหานคร,26,ก้าวไกล,27244
กรุงเทพมหานคร,26,ประชาธิปัตย์,19202
กรุงเทพมหานคร,26,พลังประชารัฐ,18032
กรุงเทพมหานคร,26,เศรษฐกิจใหม่,4309
กรุงเทพมหานคร,26,เสรีรวมไทย,2622
กรุงเทพมหานคร,26,ภูมิใจไทย,602
กรุงเทพมหานคร,26,รวมพลังประชาชาติไทย,508
กรุงเทพมหานคร,26,ไทยศรีวิไลย์,289
กรุงเทพมหานคร,26,รักษ์ผืนป่าประเทศไทย,261
กรุงเทพมหานคร,26,เพื่อชาติ,244
กรุงเทพมหานคร,26,ภราดรภาพ,182
กรุงเทพมหานคร,26,ชาติพัฒนากล้า,166
กรุงเทพมหานคร,26,พลังท้องถิ่นไท,163
กรุงเทพมหานคร,26,ชาติไทยพัฒนา,149
กรุงเทพมหานคร,26,ประชาชนปฏิรูป,145
กรุงเทพมหานคร,26,พลังไทยรักไทย,125
กรุงเทพมหานคร,26,ประชานิยม,78
กรุงเทพมหานคร,26,ประชากรไทย,72
กรุงเทพมหานคร,26,ประชาชาติ,53
กรุงเทพมหานคร,26,พลเมืองไทย,51
กรุงเทพมหานคร,26,ประชาธรรมไทย,45
กรุงเทพมหานคร,26,ครูไทยเพื่อประชาชน,42
