,จังหวัด,เขต,พรรค,ผลคะแนน,ภาค
ประชาชาติ,กรุงเทพมหานคร,13,ประชาชาติ,1513,กรุงเทพ
ภูมิใจไทย,กรุงเทพมหานคร,13,ภูมิใจไทย,918,กรุงเทพ
รวมพลังประชาชาติไทย,กรุงเทพมหานคร,13,รวมพลังประชาชาติไทย,677,กรุงเทพ
รักษ์ผืนป่าประเทศไทย,กรุงเทพมหานคร,13,รักษ์ผืนป่าประเทศไทย,331,กรุงเทพ
เพื่อชาติ,กรุงเทพมหานคร,13,เพื่อชาติ,250,กรุงเทพ
ชาติไทยพัฒนา,กรุงเทพมหานคร,13,ชาติไทยพัฒนา,236,กรุงเทพ
ประชาชนปฏิรูป,กรุงเทพมหานคร,13,ประชาชนปฏิรูป,178,กรุงเทพ
พลังท้องถิ่นไท,กรุงเทพมหานคร,13,พลังท้องถิ่นไท,151,กรุงเทพ
ชาติพัฒนา,กรุงเทพมหานคร,13,ชาติพัฒนา,128,กรุงเทพ
พลังธรรมใหม่,กรุงเทพมหานคร,13,พลังธรรมใหม่,127,กรุงเทพ
พลังประชาธิปไตย,กรุงเทพมหานคร,13,พลังประชาธิปไตย,99,กรุงเทพ
ประชาภิวัฒน์,กรุงเทพมหานคร,13,ประชาภิวัฒน์,92,กรุงเทพ
พลังไทยรักไทย,กรุงเทพมหานคร,13,พลังไทยรักไทย,80,กรุงเทพ
พลเมืองไทย,กรุงเทพมหานคร,13,พลเมืองไทย,75,กรุงเทพ
ทางเลือกใหม่,กรุงเทพมหานคร,13,ทางเลือกใหม่,69,กรุงเทพ
ประชาธิปไตยใหม่,กรุงเทพมหานคร,13,ประชาธิปไตยใหม่,57,กรุงเทพ
เพื่อแผ่นดิน,กรุงเทพมหานคร,13,เพื่อแผ่นดิน,52,กรุงเทพ
ครูไทยเพื่อประชาชน,กรุงเทพมหานคร,13,ครูไทยเพื่อประชาชน,48,กรุงเทพ
ประชานิยม,กรุงเทพมหานคร,13,ประชานิยม,37,กรุงเทพ
ภราดรภาพ,กรุงเทพมหานคร,13,ภราดรภาพ,32,กรุงเทพ
พลังชาติไทย,กรุงเทพมหานคร,13,พลังชาติไทย,26,กรุงเทพ
ไทรักธรรม,กรุงเทพมหานคร,13,ไทรักธรรม,26,กรุงเทพ
พลังปวงชนไทย,กรุงเทพมหานคร,13,พลังปวงชนไทย,25,กรุงเทพ
มหาชน,กรุงเทพมหานคร,13,มหาชน,21,กรุงเทพ
ประชาธรรมไทย,กรุงเทพมหานคร,13,ประชาธรรมไทย,13,กรุงเทพ
เพื่อไทย,กรุงเทพมหานคร,14,เพื่อไทย,31445,กรุงเทพ
พลังประชารัฐ,กรุงเทพมหานคร,14,พลังประชารัฐ,25908,กรุงเทพ
อนาคตใหม่,กรุงเทพมหานคร,14,อนาคตใหม่,24461,กรุงเทพ
ประชาธิปัตย์,กรุงเทพมหานคร,14,ประชาธิปัตย์,13375,กรุงเทพ
รวมพลังประชาชาติไทย,กรุงเทพมหานคร,14,รวมพลังประชาชาติไทย,5518,กรุงเทพ
เศรษฐกิจใหม่,กรุงเทพมหานคร,14,เศรษฐกิจใหม่,4767,กรุงเทพ
เสรีรวมไทย,กรุงเทพมหานคร,14,เสรีรวมไทย,2424,กรุงเทพ
ภูมิใจไทย,กรุงเทพมหานคร,14,ภูมิใจไทย,1332,กรุงเทพ
รักษ์ผืนป่าประเทศไทย,กรุงเทพมหานคร,14,รักษ์ผืนป่าประเทศไทย,368,กรุงเทพ
ประชาชนปฏิรูป,กรุงเทพมหานคร,14,ประชาชนปฏิรูป,230,กรุงเทพ
ชาติไทยพัฒนา,กรุงเทพมหานคร,14,ชาติไทยพัฒนา,225,กรุงเทพ
ประชาชาติ,กรุงเทพมหานคร,14,ประชาชาติ,206,กรุงเทพ
ไทยศรีวิไลย์,กรุงเทพมหานคร,14,ไทยศรีวิไลย์,202,กรุงเทพ
อนาคตไทย,กรุงเทพมหานคร,14,อนาคตไทย,198,กรุงเทพ
ชาติพัฒนา,กรุงเทพมหานคร,14,ชาติพัฒนา,159,กรุงเทพ
เพื่อชาติ,กรุงเทพมหานคร,14,เพื่อชาติ,140,กรุงเทพ
